Gene stable ID	Gene name	NCBI gene ID
ENSRNOG00000011053	Cyp2u1	113612
ENSRNOG00000047253	Olr776	26683
ENSRNOG00000015615	Tnfrsf11a	8792
ENSRNOG00000028708	Ntsr1	4923
ENSRNOG00000018457	Ptpa	5524
ENSRNOG00000017766	Car12	771
ENSRNOG00000023870	Sh2d7	646892
ENSRNOG00000010277	Idh3a	3419
ENSRNOG00000021000	Naaladl1	10004
ENSRNOG00000053086	Selenop	6414
ENSRNOG00000021401	Lpar5	57121
ENSRNOG00000027246	LOC100911668	3206
ENSRNOG00000000127	Kpna6	23633
ENSRNOG00000046918	Apoo	79135
ENSRNOG00000008026	C2cd4c	126567
ENSRNOG00000050623	Vom1r-ps112	317703
ENSRNOG00000028807	Vom1r20	317703
ENSRNOG00000047768	Lamb2	3913
ENSRNOG00000048197	Saxo1	158297
ENSRNOG00000020514	Sox6	55553
ENSRNOG00000019921	Rhbdl1	9028
ENSRNOG00000037620	Mob3c	148932
ENSRNOG00000028238	Sh3bgr	106865373
ENSRNOG00000028238	Sh3bgr	6450
ENSRNOG00000004160	Prps2	5634
ENSRNOG00000026204	Dclre1a	9937
ENSRNOG00000017213	Cdk11b	984
ENSRNOG00000009222	Epha2	1969
ENSRNOG00000060723	AABR07071244.1	9276
ENSRNOG00000021009	Gapdhs	26330
ENSRNOG00000003174	Tapt1	202018
ENSRNOG00000058590	AABR07034739.2	100423062
ENSRNOG00000047175	Cryaa	1409
ENSRNOG00000050767	Nrn1	51299
ENSRNOG00000007172	Map4k3	8491
ENSRNOG00000005410	Cdca7l	55536
ENSRNOG00000021010	Arl2	402
ENSRNOG00000001681	Vps26c	10311
ENSRNOG00000004118	Frmpd4	9758
ENSRNOG00000059480	Supt20h	55578
ENSRNOG00000014193	Lig1	3978
ENSRNOG00000020164	Ifitm10	402778
ENSRNOG00000047971	Mrpl36	64979
ENSRNOG00000051307	Aoc3	8639
ENSRNOG00000011306	Myod1	4654
ENSRNOG00000015217	Ltv1	84946
ENSRNOG00000023257	Adamts9	56999
ENSRNOG00000009910	Swap70	23075
ENSRNOG00000048372	AABR07027098.1	727905
ENSRNOG00000048372	AABR07027098.1	727830
ENSRNOG00000045843	Rusc2	9853
ENSRNOG00000009005	Slco2a1	6578
ENSRNOG00000009005	Slco2a1	80111
ENSRNOG00000005788	Cdk5rap2	55755
ENSRNOG00000007901	Tmed10	10972
ENSRNOG00000047484	Hoxa9	3205
ENSRNOG00000050445	Gde1	51573
ENSRNOG00000015473	Phactr2	9749
ENSRNOG00000005392	Ngfr	4804
ENSRNOG00000047148	LOC684179	143502
ENSRNOG00000047148	LOC684179	390037
ENSRNOG00000010551	Lhx2	9355
ENSRNOG00000008610	Mbip	51562
ENSRNOG00000006384	Ddx58	23586
ENSRNOG00000026053	Grem1	26585
ENSRNOG00000000855	Lst1	7940
ENSRNOG00000000435	Ppt2	9374
ENSRNOG00000027288	Psgb1	1089
ENSRNOG00000027288	Psgb1	1087
ENSRNOG00000027288	Psgb1	1048
ENSRNOG00000027288	Psgb1	4680
ENSRNOG00000002882	Zcchc2	54877
ENSRNOG00000004760	Lars2	23395
ENSRNOG00000016896	Rpl3	6122
ENSRNOG00000046769	Mms19	64210
ENSRNOG00000003686	Tbl1x	6907
ENSRNOG00000022144	AABR07072356.1	51522
ENSRNOG00000004571	RGD1563680	84529
ENSRNOG00000012562	Grin3b	116444
ENSRNOG00000018497	Olr48	119772
ENSRNOG00000051372	Mycn	4613
ENSRNOG00000017399	Acrbp	84519
ENSRNOG00000007258	Sbspon	157869
ENSRNOG00000045897	Defb15	400830
ENSRNOG00000015437	Tmem14c	51522
ENSRNOG00000021158	Nudt22	84304
ENSRNOG00000007316	Idh3B	3420
ENSRNOG00000014320	Inhba	3624
ENSRNOG00000059297	LOC108348202	8747
ENSRNOG00000006285	Tlk2	11011
ENSRNOG00000011798	Mapre1	22919
ENSRNOG00000050190	Eng	2022
ENSRNOG00000026783	Smyd4	114826
ENSRNOG00000015956	Usp29	57663
ENSRNOG00000039076	Spaca6	147650
ENSRNOG00000005433	Shq1	55164
ENSRNOG00000021003	Sac3d1	29901
ENSRNOG00000027971	Lrrc31	79782
ENSRNOG00000038101	Psg19	1089
ENSRNOG00000038101	Psg19	1087
ENSRNOG00000038101	Psg19	1048
ENSRNOG00000038101	Psg19	4680
ENSRNOG00000012073	Abhd14b	84836
ENSRNOG00000026195	LOC689725	727905
ENSRNOG00000026195	LOC689725	727830
ENSRNOG00000013282	Mctp1	79772
ENSRNOG00000004218	Klhl28	54813
ENSRNOG00000011397	LOC100910977	8748
ENSRNOG00000014278	Zfp710	374655
ENSRNOG00000009887	Arih1	25820
ENSRNOG00000001031	Ocm2	654231
ENSRNOG00000000437	Agpat1	10554
ENSRNOG00000048718	Ccdc71	64925
ENSRNOG00000009244	Abhd4	63874
ENSRNOG00000047984	Mrps22	56945
ENSRNOG00000012720	Irx4	50805
ENSRNOG00000014274	Trit1	54802
ENSRNOG00000017210	Slc22a23	63027
ENSRNOG00000020892	Dpf2	5977
ENSRNOG00000033389	Susd2	56241
ENSRNOG00000014322	Kazn	23254
ENSRNOG00000050386	Pfn4	375189
ENSRNOG00000024501	Rgs3	5998
ENSRNOG00000017120	Abhd2	11057
ENSRNOG00000016621	Actl7b	10880
ENSRNOG00000052664	LOC100910717	80351
ENSRNOG00000061064	AABR07027128.1	727905
ENSRNOG00000061064	AABR07027128.1	727830
ENSRNOG00000031710	Spink2	6691
ENSRNOG00000056028	Rfxap	5994
ENSRNOG00000016286	Iyd	389434
ENSRNOG00000061026	Npy4r	5540
ENSRNOG00000029485	Psg29	1089
ENSRNOG00000029485	Psg29	1087
ENSRNOG00000029485	Psg29	1048
ENSRNOG00000029485	Psg29	4680
ENSRNOG00000052707	Cacna1a	773
ENSRNOG00000017951	Ranbp9	10048
ENSRNOG00000047065	LOC100910138	6691
ENSRNOG00000018508	Olr45	119774
ENSRNOG00000021602	Zmynd10	51364
ENSRNOG00000046079	Olr774	26683
ENSRNOG00000048146	LOC103692128	3205
ENSRNOG00000018164	Spcs2	9789
ENSRNOG00000027311	Nutm2f	441457
ENSRNOG00000047206	LOC100911727	3978
ENSRNOG00000021006	Tmem147	10430
ENSRNOG00000005157	Rbbp7	5931
ENSRNOG00000023477	Defb23	140881
ENSRNOG00000061871	LOC103689925	3205
ENSRNOG00000012404	Thrsp	7069
ENSRNOG00000049761	Htr6	3350
ENSRNOG00000050636	Arhgef10l	55160
ENSRNOG00000010637	Tbc1d5	9779
ENSRNOG00000017373	Rhobtb2	23221
ENSRNOG00000050000	AABR07034739.1	100423062
ENSRNOG00000053042	LOC103694540	126375
ENSRNOG00000037618	Kncn	148930
ENSRNOG00000012942	Satb1	6304
ENSRNOG00000022870	Smad5	4090
ENSRNOG00000005451	Dnah11	8701
ENSRNOG00000060949	Anxa8	728113
ENSRNOG00000009635	Tmem74b	55321
ENSRNOG00000023387	LOC679739	4726
ENSRNOG00000016011	Plekhg1	57480
ENSRNOG00000005124	Plekhh2	130271
ENSRNOG00000007441	Klhl32	114792
ENSRNOG00000025501	Snx31	169166
ENSRNOG00000047114	Cct8l1	150160
ENSRNOG00000006689	Chd7	55636
ENSRNOG00000027607	Ceacam3	1089
ENSRNOG00000027607	Ceacam3	1087
ENSRNOG00000027607	Ceacam3	1048
ENSRNOG00000027607	Ceacam3	4680
ENSRNOG00000008680	Loxl1	4016
ENSRNOG00000004971	Txlng	55787
ENSRNOG00000019147	Stom	2040
ENSRNOG00000022938	Ap4e1	23431
ENSRNOG00000016948	Nhlrc2	374354
ENSRNOG00000001236	Brat1	221927
ENSRNOG00000005483	Rpap1	26015
ENSRNOG00000058572	Nek9	91754
ENSRNOG00000016367	Vasp	7408
ENSRNOG00000061247	Deup1	159989
ENSRNOG00000018665	Bud13	84811
ENSRNOG00000048350	AABR07072539.1	727905
ENSRNOG00000048350	AABR07072539.1	727830
ENSRNOG00000009980	Plpp1	8611
ENSRNOG00000010696	Neil2	252969
ENSRNOG00000002759	Lias	11019
ENSRNOG00000027995	Samd7	344658
ENSRNOG00000002598	Hnf1b	6928
ENSRNOG00000014369	Slc27a4	10999
ENSRNOG00000025028	Prkdc	5591
ENSRNOG00000018506	Olr46	390036
ENSRNOG00000021161	Fermt3	83706
ENSRNOG00000020519	Olfm2	93145
ENSRNOG00000018557	Cdh22	64405
ENSRNOG00000009090	Dad1	1603
ENSRNOG00000050071	Cdc45	8318
ENSRNOG00000042162	Wfdc3	140686
ENSRNOG00000007525	Defb22	140850
ENSRNOG00000007525	Defb22	400830
ENSRNOG00000017197	Pdgfb	5155
ENSRNOG00000005257	Prkaca	5566
ENSRNOG00000008917	Ehbp1	23301
ENSRNOG00000016641	Actl7a	10881
ENSRNOG00000048359	Defb15	400830
ENSRNOG00000014794	AC105815.1	391253
ENSRNOG00000028248	Lca5l	150082
ENSRNOG00000057340	Adam21	8747
ENSRNOG00000026175	Spata31e1	727905
ENSRNOG00000026175	Spata31e1	727830
ENSRNOG00000047128	Vom1r23	317703
ENSRNOG00000006956	AABR07049085.1	92949
ENSRNOG00000020142	Gdf1	2657
ENSRNOG00000020142	Gdf1	10715
ENSRNOG00000014395	Gli3	2737
ENSRNOG00000020206	Ctsd	1509
ENSRNOG00000021018	Batf2	116071
ENSRNOG00000032996	Vom1r19	317703
ENSRNOG00000023213	Dmrtb1	63948
ENSRNOG00000051171	G6pc	2538
ENSRNOG00000009821	Slitrk3	22865
ENSRNOG00000011953	Supt16h	11198
ENSRNOG00000016429	Grm5	2915
ENSRNOG00000024127	Atp13a5	344905
ENSRNOG00000028103	Psmd3	5709
ENSRNOG00000005872	Tcf7	6932
ENSRNOG00000001797	Umps	7372
ENSRNOG00000015474	Nelfa	7469
ENSRNOG00000050869	Cebpd	1052
ENSRNOG00000024689	Hopx	84525
ENSRNOG00000009104	AABR07029605.1	96459
ENSRNOG00000017519	LOC102557244	1089
ENSRNOG00000017519	LOC102557244	1087
ENSRNOG00000017519	LOC102557244	1048
ENSRNOG00000017519	LOC102557244	4680
ENSRNOG00000050369	Cct8l1	150160
ENSRNOG00000006855	Padi4	23569
ENSRNOG00000050121	Rhag	6005
ENSRNOG00000043486	Tnfrsf26	8795
ENSRNOG00000017904	Nol7	51406
ENSRNOG00000018865	Adamts12	81792
ENSRNOG00000009995	Rapgef6	51735
ENSRNOG00000020736	Nadsyn1	55191
ENSRNOG00000014125	Evi2b	2124
ENSRNOG00000004538	Brd1	23774
ENSRNOG00000024022	Ndfip2	54602
ENSRNOG00000053648	AABR07004960.1	120066
ENSRNOG00000050593	Olr251	120065
ENSRNOG00000027408	Ppid	5481
ENSRNOG00000005149	Sacm1l	22908
ENSRNOG00000052758	Fam49a	81553
ENSRNOG00000022601	LOC100360821	138724
ENSRNOG00000059893	LOC687082	120066
ENSRNOG00000029245	Gpr179	440435
ENSRNOG00000018867	Klhdc7a	127707
ENSRNOG00000055678	AABR07022981.1	11070
ENSRNOG00000032798	Slco3a1	28232
ENSRNOG00000003205	Ldb2	9079
ENSRNOG00000014862	Gabrg3	2567
ENSRNOG00000009934	Emc3	55831
ENSRNOG00000045846	Rfx2	5990
ENSRNOG00000017434	Mgat3	4248
ENSRNOG00000012742	Irx2	153572
ENSRNOG00000001050	Eif2ak1	27102
ENSRNOG00000013878	Hmgxb4	10042
ENSRNOG00000039861	LOC690617	100128569
ENSRNOG00000008931	Slc25a21	89874
ENSRNOG00000021097	Hpn	3249
ENSRNOG00000019572	Lsm4	25804
ENSRNOG00000008857	Adamts10	81794
ENSRNOG00000050472	AABR07012342.1	8405
ENSRNOG00000013932	Rbp2	5948
ENSRNOG00000011153	Il17ra	23765
ENSRNOG00000048919	Ccdc36	339834
ENSRNOG00000002199	Tmem165	55858
ENSRNOG00000026845	Fam81b	153643
ENSRNOG00000017519	LOC102557244	1084
ENSRNOG00000013439	Cpn1	1369
ENSRNOG00000000323	Prdm1	639
ENSRNOG00000056476	Slc22a13	9390
ENSRNOG00000013540	Bpifa2	140683
ENSRNOG00000019339	AABR07051518.1	158135
ENSRNOG00000001315	Rsph14	27156
ENSRNOG00000027724	Plekhf1	79156
ENSRNOG00000010041	Ube2g1	7326
ENSRNOG00000018841	Sox8	30812
ENSRNOG00000006363	Mbd3l1	85509
ENSRNOG00000043486	Tnfrsf26	8794
ENSRNOG00000023910	Man2b1	4125
ENSRNOG00000045947	Acsbg2	81616
ENSRNOG00000055518	AABR07024303.1	220001
ENSRNOG00000004220	Ebag9	9166
ENSRNOG00000006000	Cdk12	51755
ENSRNOG00000018551	Olr63	143503
ENSRNOG00000005243	Pop1	10940
ENSRNOG00000030616	Slc25a45	283130
ENSRNOG00000056485	Ppp2ca	5515
ENSRNOG00000046984	St6galnac6	30815
ENSRNOG00000017938	Btaf1	9044
ENSRNOG00000025285	Gfm2	84340
ENSRNOG00000060615	Rai1	10743
ENSRNOG00000049259	LOC102549842	91664
ENSRNOG00000001311	Rab36	9609
ENSRNOG00000027491	Vldlr	7436
ENSRNOG00000036813	AABR07054419.1	57446
ENSRNOG00000014107	Omg	4974
ENSRNOG00000002024	Epha5	2044
ENSRNOG00000009183	Szrd1	26099
ENSRNOG00000053042	LOC103694540	57343
ENSRNOG00000053042	LOC103694540	147694
ENSRNOG00000053042	LOC103694540	400720
ENSRNOG00000050328	Olr75	256892
ENSRNOG00000024628	Wdr49	151790
ENSRNOG00000051015	Cd70	970
ENSRNOG00000028504	Socs5	9655
ENSRNOG00000017704	Sema3f	6405
ENSRNOG00000004072	Myo1c	4641
ENSRNOG00000002055	Noa1	84273
ENSRNOG00000016468	Tpmt	7172
ENSRNOG00000037207	Ubr1	197131
ENSRNOG00000001216	Trpm2	7226
ENSRNOG00000016109	Neurl4	84461
ENSRNOG00000060530	Cdc34	997
ENSRNOG00000011632	Cct5	22948
ENSRNOG00000047321	Hba-a2	3040
ENSRNOG00000043056	Fpr-rs4	2359
ENSRNOG00000021241	Gfra4	64096
ENSRNOG00000055922	Hus1b	135458
ENSRNOG00000007603	Gabrr1	2569
ENSRNOG00000002051	Synj1	8867
ENSRNOG00000033261	Fam107a	11170
ENSRNOG00000009791	Olr259	120065
ENSRNOG00000009151	Mipol1	145282
ENSRNOG00000059865	Dnah12	201625
ENSRNOG00000006889	Ambp	259
ENSRNOG00000032657	Vom1r26	57191
ENSRNOG00000027607	Ceacam3	1084
ENSRNOG00000009708	Tas1r1	80835
ENSRNOG00000015829	Trpm1	4308
ENSRNOG00000008593	Ryk	6259
ENSRNOG00000017714	Usp3	9960
ENSRNOG00000012962	Nudt16	131870
ENSRNOG00000014117	Hmox1	3162
ENSRNOG00000027801	Zpbp	11055
ENSRNOG00000007320	Fam3d	131177
ENSRNOG00000025181	Pigu	128869
ENSRNOG00000003019	Ubn1	29855
ENSRNOG00000024009	Ffar1	2864
ENSRNOG00000010963	RGD1563222	100131378
ENSRNOG00000054673	LOC102548071	8405
ENSRNOG00000008217	Madcam1	8174
ENSRNOG00000002781	Kdsr	2531
ENSRNOG00000016410	Prelid1	27166
ENSRNOG00000032009	LOC499643	152940
ENSRNOG00000048712	Ccdc137	339230
ENSRNOG00000006895	Vps53	55275
ENSRNOG00000008826	Pax9	5083
ENSRNOG00000008046	Tmem30b	161291
ENSRNOG00000055583	Ttyh3	80727
ENSRNOG00000001189	Sik1	150094
ENSRNOG00000057556	Pdzrn3	23024
ENSRNOG00000017922	Tpbgl	100507050
ENSRNOG00000001893	LOC100362453	5515
ENSRNOG00000054146	Olr264	120065
ENSRNOG00000009528	Sdcbp2	27111
ENSRNOG00000025587	Plagl1	5325
ENSRNOG00000021314	Fdft1	2222
ENSRNOG00000007725	Mis12	79003
ENSRNOG00000008287	Nle1	54475
ENSRNOG00000027929	Poln	353497
ENSRNOG00000023214	Il20rb	53833
ENSRNOG00000031331	Fpr3	2359
ENSRNOG00000001098	Pds5b	23047
ENSRNOG00000045897	Defb15	245911
ENSRNOG00000004837	Limd1	8994
ENSRNOG00000017676	Plvap	83483
ENSRNOG00000019355	Lman1l	79748
ENSRNOG00000052247	Manba	4126
ENSRNOG00000019770	Bnc1	646
ENSRNOG00000004249	Tlr7	51284
ENSRNOG00000001733	Ppp1r2	5504
ENSRNOG00000048282	Mpnd	84954
ENSRNOG00000013451	Drosha	29102
ENSRNOG00000034102	Plk5	126520
ENSRNOG00000014598	Abhd13	84945
ENSRNOG00000022919	Chst8	64377
ENSRNOG00000007254	Ttc9	23508
ENSRNOG00000019657	Mk1	5216
ENSRNOG00000010177	Fancd2os	115795
ENSRNOG00000018434	Stab1	23166
ENSRNOG00000026440	RGD1559891	171484
ENSRNOG00000054681	LOC108348042	100287399
ENSRNOG00000027288	Psgb1	1084
ENSRNOG00000020881	Frmd8	83786
ENSRNOG00000009058	Spata21	374955
ENSRNOG00000011705	Stmn2	11075
ENSRNOG00000013577	Kdelr3	11015
ENSRNOG00000021660	Nprl2	10641
ENSRNOG00000013398	Bpifb3	359710
ENSRNOG00000047374	Gnas	2778
ENSRNOG00000030452	Rimbp3	85376
ENSRNOG00000030452	Rimbp3	440804
ENSRNOG00000009209	Slitrk1	114798
ENSRNOG00000013136	Oxsr1	9943
ENSRNOG00000051061	Prep	5550
ENSRNOG00000018092	Cd83	9308
ENSRNOG00000049308	Sfxn2	118980
ENSRNOG00000024181	Tpsab1	64499
ENSRNOG00000010887	RGD1309534	28970
ENSRNOG00000047229	Trim68	55128
ENSRNOG00000057040	Spns2	124976
ENSRNOG00000055226	Dab2ip	153090
ENSRNOG00000019643	Pcyox1l	78991
ENSRNOG00000031760	Fmn1	342184
ENSRNOG00000039858	Mfsd12	126321
ENSRNOG00000014004	Ncoa7	135112
ENSRNOG00000032517	Cntn6	27255
ENSRNOG00000022595	LOC100362965	8926
ENSRNOG00000008644	Nkx2-1	7080
ENSRNOG00000005345	Vsnl1	7447
ENSRNOG00000013780	Nf1	4763
ENSRNOG00000001912	Tecrl	253017
ENSRNOG00000048698	AABR07048031.1	6207
ENSRNOG00000010232	Enpp5	59084
ENSRNOG00000017986	Zfp458	91664
ENSRNOG00000000137	Ly86	9450
ENSRNOG00000010146	Ndn	4692
ENSRNOG00000017477	Mmp23	8510
ENSRNOG00000002013	Sidt1	54847
ENSRNOG00000017429	Lat	27040
ENSRNOG00000046155	LOC498675	375341
ENSRNOG00000024793	Kctd21	283219
ENSRNOG00000019662	Tm6sf1	53346
ENSRNOG00000049351	Nat8l	339983
ENSRNOG00000008487	Amotl2	51421
ENSRNOG00000057384	Nfatc2ip	84901
ENSRNOG00000015304	Tmem160	54958
ENSRNOG00000016136	Pdcd1lg2	80380
ENSRNOG00000022764	Evi2a	2123
ENSRNOG00000007862	Acat1	38
ENSRNOG00000018566	Ctsl	1515
ENSRNOG00000020098	Lypd4	147719
ENSRNOG00000018782	Gmnn	51053
ENSRNOG00000059870	Hoxa11	3207
ENSRNOG00000007077	Fem1b	10116
ENSRNOG00000014287	Stk11	6794
ENSRNOG00000046076	Tspan10	83882
ENSRNOG00000009110	Psen1	5663
ENSRNOG00000037467	Ffar3	2865
ENSRNOG00000037467	Ffar3	2866
ENSRNOG00000047867	Klhdc8b	200942
ENSRNOG00000003253	Qdpr	5860
ENSRNOG00000004588	Zbed4	9889
ENSRNOG00000060867	Rln1	6013
ENSRNOG00000060867	Rln1	6019
ENSRNOG00000020119	Pcdha6	56134
ENSRNOG00000046142	Dmrtc2	63946
ENSRNOG00000045721	Exoc2	55770
ENSRNOG00000013949	Idh2	3418
ENSRNOG00000025715	Dynlrb1	83658
ENSRNOG00000010412	Ccdc180	100499483
ENSRNOG00000047506	LOC100362980	285672
ENSRNOG00000013783	Efhd2	79180
ENSRNOG00000017246	Adad1	132612
ENSRNOG00000012876	Slc6a13	6540
ENSRNOG00000013076	Csnk1e	102800317
ENSRNOG00000013076	Csnk1e	1454
ENSRNOG00000059442	Pde12	201626
ENSRNOG00000009713	Oxa1l	5018
ENSRNOG00000005037	Kif18a	81930
ENSRNOG00000017988	Mcur1	63933
ENSRNOG00000045576	Olr77	256892
ENSRNOG00000048372	AABR07027098.1	26165
ENSRNOG00000013160	Sash1	23328
ENSRNOG00000053711	Olr268	120065
ENSRNOG00000015689	Olr74	119695
ENSRNOG00000012219	Snrnp40	9410
ENSRNOG00000002227	Kit	3815
ENSRNOG00000021137	Kctd15	79047
ENSRNOG00000055938	Olr271	120065
ENSRNOG00000030467	Ube2l6	9246
ENSRNOG00000020468	Stard4	134429
ENSRNOG00000046962	Pde6g	5148
ENSRNOG00000020109	LOC100910371	63946
ENSRNOG00000052646	AABR07029836.1	8735
ENSRNOG00000013502	Eps15l1	58513
ENSRNOG00000017037	Otud3	23252
ENSRNOG00000017595	Rsu1	6251
ENSRNOG00000018611	Tpsb2	64499
ENSRNOG00000006485	Topors	10210
ENSRNOG00000059469	Otx1	5013
ENSRNOG00000019798	Stub1	10273
ENSRNOG00000024602	Plekha7	144100
ENSRNOG00000002568	Socs1	8651
ENSRNOG00000002539	Prm2	5620
ENSRNOG00000014186	Zswim9	374920
ENSRNOG00000012864	Ern1	2081
ENSRNOG00000017620	Ceacam11	1084
ENSRNOG00000001241	Iqce	23288
ENSRNOG00000016362	Gpr4	2828
ENSRNOG00000012292	Alg8	79053
ENSRNOG00000026033	Actl9b	284382
ENSRNOG00000000520	Srsf3	6428
ENSRNOG00000034083	Olr67	119687
ENSRNOG00000003975	Pfn1	5216
ENSRNOG00000006919	Clvs1	157807
ENSRNOG00000014645	Aldh7a1	501
ENSRNOG00000015873	Spns3	201305
ENSRNOG00000018842	Pou4f3	5459
ENSRNOG00000016421	Tyr	7299
ENSRNOG00000039326	Csn2	1447
ENSRNOG00000016897	Rlbp1	6017
ENSRNOG00000051680	Ccdc186	55088
ENSRNOG00000023363	Ing4	51147
ENSRNOG00000014847	Rassf10	644943
ENSRNOG00000010278	Il6	3569
ENSRNOG00000003054	AABR07037009.1	8573
ENSRNOG00000005190	Nipal2	79815
ENSRNOG00000019317	Cplx3	594855
ENSRNOG00000013585	Nmnat3	349565
ENSRNOG00000008400	Pml	5371
ENSRNOG00000008031	Cacna2d4	93589
ENSRNOG00000022368	Ddx49	54555
ENSRNOG00000026604	Cercam	51148
ENSRNOG00000007520	Zcchc3	85364
ENSRNOG00000009487	Gpr160	26996
ENSRNOG00000020985	Atp4a	495
ENSRNOG00000018075	Spcs1	28972
ENSRNOG00000018662	Amacr	23600
ENSRNOG00000008015	Fos	2353
ENSRNOG00000010620	Ndc1	55706
ENSRNOG00000055401	Kcnc1	3746
ENSRNOG00000018701	Tpsg1	25823
ENSRNOG00000025143	Icam2	3384
ENSRNOG00000045879	Olr244	120065
ENSRNOG00000006094	Cd44	960
ENSRNOG00000016680	Nsd1	64324
ENSRNOG00000050347	Ptges3l	100885848
ENSRNOG00000030266	Plekhg2	64857
ENSRNOG00000025443	Map1lc3a	84557
ENSRNOG00000001864	Tmem191c	645426
ENSRNOG00000007416	Clp1	10978
ENSRNOG00000020603	Angptl6	83854
ENSRNOG00000023258	Nfkb1	4790
ENSRNOG00000018179	Glt8d1	55830
ENSRNOG00000047310	4930444P10Rik	100130301
ENSRNOG00000019983	Mlx	6945
ENSRNOG00000008393	Tax1bp1	8887
ENSRNOG00000016826	Pla2g2d	26279
ENSRNOG00000019740	Hdgfl3	50810
ENSRNOG00000024429	Peg12	10023
ENSRNOG00000020467	Nrep	9315
ENSRNOG00000015059	Mcfd2	90411
ENSRNOG00000017485	Cd72	971
ENSRNOG00000007331	Rragd	58528
ENSRNOG00000055994	AABR07029741.1	7114
ENSRNOG00000015835	Cacna2d2	9254
ENSRNOG00000036698	Nploc4	55666
ENSRNOG00000001792	Slc12a8	84561
ENSRNOG00000001302	Adora2a	135
ENSRNOG00000047036	LOC686031	115795
ENSRNOG00000015424	LOC100912515	119694
ENSRNOG00000013225	Crisp2	7180
ENSRNOG00000009953	Snx16	64089
ENSRNOG00000016172	Ric1	57589
ENSRNOG00000060193	Prr29	92340
ENSRNOG00000009014	Slc35f2	54733
ENSRNOG00000049197	Olr267	120065
ENSRNOG00000018198	Dapk1	1612
ENSRNOG00000054790	RGD1566337	8405
ENSRNOG00000048273	Apod	347
ENSRNOG00000037230	Ppidl1	5481
ENSRNOG00000001040	Pms2	5395
ENSRNOG00000023318	Tigd3	220359
ENSRNOG00000051606	AABR07009106.1	91664
ENSRNOG00000001774	Lrch3	84859
ENSRNOG00000020245	Syt8	90019
ENSRNOG00000007206	LOC361016	200844
ENSRNOG00000048369	LOC684208	390038
ENSRNOG00000046834	C3	718
ENSRNOG00000002916	Car4	762
ENSRNOG00000017459	C1ql3	389941
ENSRNOG00000007081	Xdh	7498
ENSRNOG00000033611	Wdr83os	51398
ENSRNOG00000026111	Morn5	254956
ENSRNOG00000007408	Ebf4	57593
ENSRNOG00000015236	Mybbp1a	10514
ENSRNOG00000039581	AABR07027111.1	26165
ENSRNOG00000050378	Pcdha4	56145
ENSRNOG00000009812	Sbf2	81846
ENSRNOG00000002566	Tnp2	7142
ENSRNOG00000014409	Myl7	58498
ENSRNOG00000009057	Sec62	7095
ENSRNOG00000015523	RGD1308147	79020
ENSRNOG00000014786	Ccne1	898
ENSRNOG00000002074	Rest	5978
ENSRNOG00000009630	Hsd17b12	51144
ENSRNOG00000045811	Cldn5	7122
ENSRNOG00000047517	Oxld1	339229
ENSRNOG00000019568	Jund	3727
ENSRNOG00000049571	Actl9	284382
ENSRNOG00000030788	Olr35	341152
ENSRNOG00000048470	Pomp	51371
ENSRNOG00000022485	Chuk	1147
ENSRNOG00000000523	Ppil1	51645
ENSRNOG00000030899	Vom1r25	57191
ENSRNOG00000049740	AABR07034273.1	80218
ENSRNOG00000020792	Etv4	2118
ENSRNOG00000021546	Sit1	27240
ENSRNOG00000017684	Fbxl22	283807
ENSRNOG00000039931	AABR07069371.1	94025
ENSRNOG00000013840	Ankrd2	26287
ENSRNOG00000017253	Ccdc107	203260
ENSRNOG00000019500	Cyp1a1	1543
ENSRNOG00000017781	Dnajc7	7266
ENSRNOG00000021242	Adam33	80332
ENSRNOG00000013794	Rbp1	5947
ENSRNOG00000000138	Glis1	148979
ENSRNOG00000020619	Eif3g	8666
ENSRNOG00000028956	Mbd3	53615
ENSRNOG00000007755	Pm20d2	135293
ENSRNOG00000028064	Fhad1	114827
ENSRNOG00000014098	Pold2	5425
ENSRNOG00000059334	Fbxl3	26224
ENSRNOG00000033894	AABR07024769.1	10718
ENSRNOG00000002214	Klhl8	57563
ENSRNOG00000015255	Haus3	79441
ENSRNOG00000009792	Zbbx	79740
ENSRNOG00000033262	Reep6	92840
ENSRNOG00000017285	Tab1	10454
ENSRNOG00000001048	Ankrd61	100310846
ENSRNOG00000005389	LOC103694903	5515
ENSRNOG00000025184	Prss35	167681
ENSRNOG00000019968	Trim8	81603
ENSRNOG00000020608	Ppan	56342
ENSRNOG00000020608	Ppan	692312
ENSRNOG00000010921	Taf1d	79101
ENSRNOG00000050263	AABR07012426.1	8405
ENSRNOG00000010479	Mycbp2	23077
ENSRNOG00000020689	Cpeb3	22849
ENSRNOG00000024539	Ndufb6	4712
ENSRNOG00000048525	Olr247	120065
ENSRNOG00000021433	Arhgef39	84904
ENSRNOG00000010697	Hadh	3033
ENSRNOG00000019729	Jmjd8	339123
ENSRNOG00000057061	AABR07073021.3	3209
ENSRNOG00000053729	Tesk1	7016
ENSRNOG00000032134	Uqcrc1	7384
ENSRNOG00000061508	Reps2	9185
ENSRNOG00000013600	Pgk2	5232
ENSRNOG00000018095	Nkiras2	28511
ENSRNOG00000015488	Tead1	7003
ENSRNOG00000016511	Pitrm1	10531
ENSRNOG00000007271	Map3k9	4293
ENSRNOG00000002232	Aff1	4299
ENSRNOG00000010071	RGD1560010	201725
